FacilityID,FacilityType,FacilityName,RegionID
115434,Union Health Center,Zahurpur Union Health Center [DGHS Facility ID 15434],4
115435,Union Health Center,Chougacha Union Health Center [DGHS Facility ID 15435],4
115436,Union Health Center,Dhuliani Union Health Center [DGHS Facility ID 15436],4
115437,Union Health Center,Fulsara Union Health Center [DGHS Facility ID 15437],4
115438,Union Health Center,Hakimpur Union Health Center [DGHS Facility ID 15438],4
115439,Union Health Center,Patibila Union Health Center [DGHS Facility ID 15439],4
115440,Union Health Center,Singhajhuli Union Health Center [DGHS Facility ID 15440],4
115441,Union Health Center,Sorupdah Union Health Center [DGHS Facility ID 15441],4
115442,Union Health Center,Arabpur Union Health Center [DGHS Facility ID 15442],4
115443,Union Health Center,Cachra Union Health Center [DGHS Facility ID 15443],4
115444,Union Health Center,Curamonkathi Union Health Center [DGHS Facility ID 15444],4
115445,Union Health Center,Deara Union Health Center [DGHS Facility ID 15445],4
115446,Union Health Center,Fotepur Union Health Center [DGHS Facility ID 15446],4
115447,Union Health Center,Hoybatpur Union Health Center [DGHS Facility ID 15447],4
115448,Union Health Center,Isali Union Health Center [DGHS Facility ID 15448],4
115449,Union Health Center,Kachua Union Health Center [DGHS Facility ID 15449],4
115450,Union Health Center,Kashimpur Union Health Center [DGHS Facility ID 15450],4
115451,Union Health Center,Natun Upa Shahar Union Health Center [DGHS Facility ID 15451],4
115452,Union Health Center,Noapara Union Health Center [DGHS Facility ID 15452],4
115453,Union Health Center,Ramnagar Union Health Center [DGHS Facility ID 15453],4
115454,Union Health Center,Hazirbag Union Health Center [DGHS Facility ID 15454],4
115455,Union Health Center,Jhikargacha Union Health Center [DGHS Facility ID 15455],4
115456,Union Health Center,Navaron Union Health Center [DGHS Facility ID 15456],4
115457,Union Health Center,Nirbaskhola Union Health Center [DGHS Facility ID 15457],4
115458,Union Health Center,Panisara Union Health Center [DGHS Facility ID 15458],4
115459,Union Health Center,Podkhali Union Health Center [DGHS Facility ID 15459],4
115460,Union Health Center,Shankaarpur Union Health Center [DGHS Facility ID 15460],4
115461,Union Health Center,Shimulia Union Health Center [DGHS Facility ID 15461],4
115462,Union Health Center,Basuari(Panjia) Union Health Center [DGHS Facility ID 15462],4
115463,Union Health Center,Biddyanandakathi Union Health Center [DGHS Facility ID 15463],4
115464,Union Health Center,Gourighona Union Health Center [DGHS Facility ID 15464],4
115465,Union Health Center,Keshobpur Union Health Center [DGHS Facility ID 15465],4
115466,Union Health Center,Mazidpur Union Health Center [DGHS Facility ID 15466],4
115467,Union Health Center,Mongalkot Union Health Center [DGHS Facility ID 15467],4
115468,Union Health Center,Sagardari Union Health Center [DGHS Facility ID 15468],4
115469,Union Health Center,Sufolakathi Union Health Center [DGHS Facility ID 15469],4
115470,Union Health Center,Tremohoni Union Health Center [DGHS Facility ID 15470],4
115471,Union Health Center,Calhati Union Health Center [DGHS Facility ID 15471],4
115472,Union Health Center,Dhakuria Union Health Center [DGHS Facility ID 15472],4
115473,Union Health Center,Durbadanga Union Health Center [DGHS Facility ID 15473],4
115474,Union Health Center,Horidashkati Union Health Center [DGHS Facility ID 15474],4
115475,Union Health Center,Horihornagar Union Health Center [DGHS Facility ID 15475],4
115476,Union Health Center,Kashimnagar Union Health Center [DGHS Facility ID 15476],4
115477,Union Health Center,Khanpur Union Health Center [DGHS Facility ID 15477],4
115478,Union Health Center,Khedapara Union Health Center [DGHS Facility ID 15478],4
115479,Union Health Center,Kultia Union Health Center [DGHS Facility ID 15479],4
115480,Union Health Center,Monirampur Union Health Center [DGHS Facility ID 15480],4
115481,Union Health Center,Monohorpur Union Health Center [DGHS Facility ID 15481],4
115482,Union Health Center,Moshwimnagar Union Health Center [DGHS Facility ID 15482],4
115483,Union Health Center,Rohita Union Health Center [DGHS Facility ID 15483],4
115484,Union Health Center,Shamkur Union Health Center [DGHS Facility ID 15484],4
115485,Union Health Center,Vozgati Union Health Center [DGHS Facility ID 15485],4
115486,Union Health Center,Bahadurpur Union Health Center [DGHS Facility ID 15486],4
115487,Union Health Center,Benapol Union Health Center [DGHS Facility ID 15487],4
115488,Union Health Center,Dihi Union Health Center [DGHS Facility ID 15488],4
115489,Union Health Center,Goga Union Health Center [DGHS Facility ID 15489],4
115490,Union Health Center,Nizampur Union Health Center [DGHS Facility ID 15490],4
115491,Union Health Center,Patukhali Union Health Center [DGHS Facility ID 15491],4
115492,Union Health Center,Ulshi Union Health Center [DGHS Facility ID 15492],4
115493,Union Health Center,Chandpur Union Health Center [DGHS Facility ID 15493],4
115494,Union Health Center,Doulatpur Union Health Center [DGHS Facility ID 15494],4
115495,Union Health Center,Folshi Union Health Center [DGHS Facility ID 15495],4
115496,Union Health Center,Horinakundu Union Health Center [DGHS Facility ID 15496],4
115497,Union Health Center,Joradaho Union Health Center [DGHS Facility ID 15497],4
115498,Union Health Center,Kapashatia Union Health Center [DGHS Facility ID 15498],4
115499,Union Health Center,Raghunathpur Union Health Center [DGHS Facility ID 15499],4
115500,Union Health Center,Taherhuda Union Health Center [DGHS Facility ID 15500],4
115501,Union Health Center,Vaina Union Health Center [DGHS Facility ID 15501],4
115502,Union Health Center,Dogachi Union Health Center [DGHS Facility ID 15502],4
115503,Union Health Center,Furshundhi Union Health center [DGHS Facility ID 15503],4
115504,Union Health Center,Ganna Union Health Center [DGHS Facility ID 15504],4
115505,Union Health Center,Ghorashal Union Health Center [DGHS Facility ID 15505],4
115506,Union Health Center,Holidhoni Union Health Center [DGHS Facility ID 15506],4
115507,Union Health Center,Kalicharanpur Union Health Center [DGHS Facility ID 15507],4
115508,Union Health Center,Kumrabaria Union Health Center [DGHS Facility ID 15508],4
115509,Union Health Center,Modhuhati Union Health Center [DGHS Facility ID 15509],4
115510,Union Health Center,Moharajpur Union Health Center [DGHS Facility ID 15510],4
115511,Union Health Center,Naldanga Union Health Center [DGHS Facility ID 15511],4
115512,Union Health Center,Padmakor Union Health Center [DGHS Facility ID 15512],4
115513,Union Health Center,Paglakanai Union Health Center [DGHS Facility ID 15513],4
115514,Union Health Center,Porahati Union Health Center [DGHS Facility ID 15514],4
115515,Union Health Center,Saganna Union Health Center [DGHS Facility ID 15515],4
115516,Union Health Center,Surat Union Health Center [DGHS Facility ID 15516],4
115519,Union Health Center,Sundarpur Durgapur Union Health Center [DGHS Facility ID 15519],4
115520,Union Health Center,Alangi Union Health Center [DGHS Facility ID 15520],4
115521,Union Health Center,Boluhar Union Health Center [DGHS Facility ID 15521],4
115522,Union Health Center,Azampur Union Health Center [DGHS Facility ID 15522],4
115523,Union Health Center,Bashbaria Union Health Center [DGHS Facility ID 15523],4
115524,Union Health Center,Fotepur Union Health Center [DGHS Facility ID 15524],4
115525,Union Health Center,Kazirber Union Health Center [DGHS Facility ID 15525],4
115526,Union Health Center,Natima Union Health Center [DGHS Facility ID 15526],4
115527,Union Health Center,Nepa Union Health Center [DGHS Facility ID 15527],4
115528,Union Health Center,Pantaparaunion Centre [DGHS Facility ID 15528],4
115529,Union Health Center,S B K Union Health Center [DGHS Facility ID 15529],4
115530,Union Health Center,Swaruppur Union Health Center [DGHS Facility ID 15530],4
115531,Union Health Center,Bagura Union Health Center [DGHS Facility ID 15531],4
115532,Union Health Center,Dhalahrachandra Union Health Center [DGHS Facility ID 15532],4
115533,Union Health Center,Diknagar Union Health Center [DGHS Facility ID 15533],4
115534,Union Health Center,Fulhori Union Health Center [DGHS Facility ID 15534],4
115535,Union Health Center,Hakimpur Union Health Center [DGHS Facility ID 15535],4
115536,Union Health Center,Kacherkol Union Health Center [DGHS Facility ID 15536],4
115537,Union Health Center,Mirzapur Union Health Center [DGHS Facility ID 15537],4
115538,Union Health Center,Monohorpur Union Health Center [DGHS Facility ID 15538],4
115539,Union Health Center,Nittanandanpur Union Health Center [DGHS Facility ID 15539],4
115540,Union Health Center,Sarutia Union Health Center [DGHS Facility ID 15540],4
115541,Union Health Center,Shoilokupa Union Health Center [DGHS Facility ID 15541],4
115542,Union Health Center,Trebini Union Health Center [DGHS Facility ID 15542],4
115543,Union Health Center,Umedpur Union Health Center [DGHS Facility ID 15543],4
115544,Union Health Center,Amirpur Union Health Center [DGHS Facility ID 15544],4
115545,Union Health Center,Baliadanga Union Health Center [DGHS Facility ID 15545],4
115546,Union Health Center,Bhandarcot Union Health Center [DGHS Facility ID 15546],4
115547,Union Health Center,Gangarampur Union Health Center [DGHS Facility ID 15547],4
115548,Union Health Center,Surkhali Union Health Center [DGHS Facility ID 15548],4
115549,Union Health Center,"Bajua Union Health Center, Dacope, Khulna. [DGHS Facility ID 15549]",4
115550,Union Health Center,"Banishanta Union Health Center, Dacope, Khulna. [DGHS Facility ID 15550]",4
115551,Union Health Center,"Calna Union Health Center, Dacope, Khulna. [DGHS Facility ID 15551]",4
115552,Union Health Center,"Dacope Union Health Center, Dacope, Khulna. [DGHS Facility ID 15552]",4
115553,Union Health Center,"Kamarkhola Union Health Center, Dacope, Khulna. [DGHS Facility ID 15553]",4
115554,Union Health Center,"Koilasganj Union Health Center, Dacope, Khulna. [DGHS Facility ID 15554]",4
115555,Union Health Center,"Laodobe Union Health Center, Dacope, Khulna. [DGHS Facility ID 15555]",4
115556,Union Health Center,"Sutarkhali Union Health Center,Dacope, Khulna. [DGHS Facility ID 15556]",4
115557,Union Health Center,"Tildanga Union Health Center, Dacope, Khulna. [DGHS Facility ID 15557]",4
115558,Union Health Center,Aranghata Union Health Center [DGHS Facility ID 15558],4
115559,Union Health Center,Barakpur Union Health Center [DGHS Facility ID 15559],4
115560,Union Health Center,Jugipul Union Health Center [DGHS Facility ID 15560],4
115567,Union Health Center,Maguraghuna Union Health Center [DGHS Facility ID 15567],4
115568,Union Health Center,Magurkhali Union Health Center [DGHS Facility ID 15568],4
115569,Union Health Center,Raghunatpur Union Health Center [DGHS Facility ID 15569],4
115570,Union Health Center,Rangpur Union Health Center [DGHS Facility ID 15570],4
115571,Union Health Center,Rudaghara Union Health Center [DGHS Facility ID 15571],4
115572,Union Health Center,Sahash Union Health Center [DGHS Facility ID 15572],4
115573,Union Health Center,Sharafpur Union Health Center [DGHS Facility ID 15573],4
115574,Union Health Center,Shovna Union Health Center [DGHS Facility ID 15574],4
115575,Union Health Center,Damodor Union Health Center [DGHS Facility ID 15575],4
115576,Union Health Center,Fultala Union Health Center [DGHS Facility ID 15576],4
115577,Union Health Center,Jamira Union Health Center [DGHS Facility ID 15577],4
115578,Union Health Center,Bagali Union Health Center [DGHS Facility ID 15578],4
115579,Union Health Center,Daxin Bedkashi Union Health Center [DGHS Facility ID 15579],4
115580,Union Health Center,Koyra Union Health Center [DGHS Facility ID 15580],4
115581,Union Health Center,Moharajpur Union Health Center [DGHS Facility ID 15581],4
115582,Union Health Center,Mohessharipur Union Health Center [DGHS Facility ID 15582],4
115583,Union Health Center,Uttar Bedkashi Union Health Center [DGHS Facility ID 15583],4
115584,Union Health Center,"Deluti Union Health Center, Paikgacha, Khulna. [DGHS Facility ID 15584]",4
115585,Union Health Center,"Godaipur Union Health Center, Paikgacha, Khulna. [DGHS Facility ID 15585]",4
115586,Union Health Center,"Lata Union Health Center, Paikgacha, Khulna. [DGHS Facility ID 15586]",4
115587,Union Health Center,"Raruli Union Health Center, Paikgacha, Khulna. [DGHS Facility ID 15587]",4
115588,Union Health Center,Aichgati Union Health Center [DGHS Facility ID 15588],4
115589,Union Health Center,Ghatvoge Union Health Center [DGHS Facility ID 15589],4
115590,Union Health Center,Naihati Union Health Center [DGHS Facility ID 15590],4
115591,Union Health Center,Sreefaltala Union Health Center [DGHS Facility ID 15591],4
115592,Union Health Center,Ts Bahirdia Union Health Center [DGHS Facility ID 15592],4
115593,Union Health Center,Barasat Union Health Center [DGHS Facility ID 15593],4
115594,Union Health Center,Chagaldah Union Health Center [DGHS Facility ID 15594],4
115595,Union Health Center,Modhupur Union Health Center [DGHS Facility ID 15595],4
115596,Union Health Center,Sachiadah Union Health Center [DGHS Facility ID 15596],4
115597,Union Health Center,Terakada Union Health Center [DGHS Facility ID 15597],4
115598,Union Health Center,Bahirchar Union Health Center [DGHS Facility ID 15598],4
115599,Union Health Center,Chandgram Union Health Center [DGHS Facility ID 15599],4
115600,Union Health Center,Dharampur Union Health Center [DGHS Facility ID 15600],4
115601,Union Health Center,Juniadaho Union Health Center [DGHS Facility ID 15601],4
115602,Union Health Center,Adabaria Union Health Center [DGHS Facility ID 15602],4
115603,Union Health Center,Aria Union Health Center [DGHS Facility ID 15603],4
115604,Union Health Center,Boalia Union Health Center [DGHS Facility ID 15604],4
115605,Union Health Center,Chilmari Union Health Center [DGHS Facility ID 15605],4
